ID,ACCOUNTID,DATE,QUERY,TEXT,LABEL
"448","COVIDLive","#COVID19",2020-08-31 19:31:23.0,"93 new cases in Ghana 1831 GMT coronavirus CoronaVirusUpdate COVID19 CoronavirusPandemic", "0"
"449","IranRights_org","#COVID19",2020-08-31 19:31:21.0,"RT IranRightsorg The lives of political prisoners and human rights defenders being held in Irans prisons are at risk due to COVID19 A", "0"
"450","Gigarandom","#COVID19",2020-08-31 19:31:21.0,"RT ChrisLu44 Over 1600 scientists left federal govt in first two years of TrumpHe undermined National Weather Service during a hurrica", "0"
"451","Enkumal","#COVID19",2020-08-31 19:31:21.0,"RT landterri 6percent DEATHS FROM COVID19 WE ALL KNEW IT WAS A LIE TO RUIN OUR ECONOMY AND THE ELECTION TAKE OFF Mask ", "0"
"452","WayneKoberstein","#COVID19",2020-08-31 19:31:19.0,"RT HelenBranswell The vast majority of Americans  on both sides of the political aisle  are worried the Covid19 vaccines approval proc", "0"
"453","NEWSTALK1010","#COVID19",2020-08-31 19:31:19.0,"Ford says he has not heard about the possibility of classrooms collapsing As for possible cases in schools says were going to act its going to be like Stormtroopers onpoli onted covid19", "0"
"454","brandonepstein_","#COVID19",2020-08-31 19:31:19.0,"How to Prevent COVID19 WATCH ", "0"
"455","RedCrossMA","#COVID19",2020-08-31 19:31:18.0,"If you survived COVID19 you may have a special ability to help those still fighting the virus simply by donating the plasma in your blood Theres currently a shortage of this potentially lifesaving convalescent plasma Learn more  sign up  ", "0"
"456","NicoSchira","#COVID19",2020-08-31 19:31:18.0,"RealSociedad have confirmed that David Silva has tested positive for COVID19", "0"
"457","DalbergTweet","#COVID19",2020-08-31 19:31:18.0,"Webinar What are the effects of Covid19 on the informaleconomy in Francophone Africa A Frenchlanguage discussion from WATHIThinkTank  DalbergTweet on 3 Sept brings together experts to explore ways to support informal workers Register here  ", "0"
"458","BillNigh","#COVID19",2020-08-31 19:31:17.0,"RT rtenews Acting Chief Medical Officer Dr ronanglynn says NPHET keeps everything under review and is open to change He says as the e", "0"
"459","PleaseDoTheMath","#COVID19",2020-08-31 19:31:16.0,"RT MartinKulldorff The Public Health Agency in Sweden proposes to increase the upper limit on gatherings and meetings from 50 to 500 peo", "0"
"460","blogdiva","#COVID19",2020-08-31 19:31:15.0,"RT WHO 2 reduce deaths by protecting vulnerable groups incl older people those with underlying conditions and essential workersCo", "0"
"461","islandgirl21","#COVID19",2020-08-31 19:31:15.0,"Dont let COVID19 distract you from whats happening in the worldYes youre life matters and safety is paramount but a New World is being createdThe future is here ", "0"
"462","CatheyWalden","#COVID19",2020-08-31 19:31:15.0,"RT AlvondaHoward dcexaminer PressSec impeached POTUS realDonaldTrump with the most corrupt administration in American history 1874", "0"
"463","autismepi","#COVID19",2020-08-31 19:31:14.0,"RT HelenBranswell Today the confirmed Covid19 count in the US will top 6M At least 183000 people have diedThose advocating a let", "0"
"464","Ruthchristine7","#COVID19",2020-08-31 19:31:14.0,"RT NatBolUK Another indicator of the meaning for global health of the new normal The well as consumers the needy a burdenhttps", "0"
"465","Hatfield408","#COVID19",2020-08-31 19:31:13.0,"RT Patriot4TrumpL Finally CDC Admits Just 9210 Americans Died FROM Covid19  via johnosullpsiPrideFamily COV", "0"
"466","John_Shifflett","#COVID19",2020-08-31 19:31:13.0,"RT cavalierinsider Malcolm Brogdon had an eventful first season with the Pacers The former UVa star had a career year but battled inju", "0"
"467","NIHgrants","#COVID19",2020-08-31 19:31:13.0,"Roundup of New COVID19 Resources for NIH Applicants and Recipients as of 73020 ", "0"
"468","MatrixMedNtwk","#COVID19",2020-08-31 19:31:13.0,"Our webinar is about to begin Join us in 30 min to discover leading COVID19 insights  mitigation strategies from Matrix Chief Medical Officer Daniel Castillo  TysonFoods SVP of Health and Safety Tom BrowerWorkplaceSafety COVID19 COVID19Testing ", "0"
"469","Sirken3","#COVID19",2020-08-31 19:31:12.0,"RT Ricaaduh NEWS The Political Ombudsman Donna Parchment Brown has tested positive for COVID19", "0"
"470","bigbluelake1","#COVID19",2020-08-31 19:31:12.0,"When 12000 died from H1N1 under Obama Trump blamed those deaths on him Now hes pushing herd immunity where over 2 million could die Trump really doesnt know what hes doing  is hiring nonexperts like Scott Atlas to advise him MAGA HerdImmunity COVID19 BidenHarris2020 ", "0"
"471","Kangwamkennedy","#COVID19",2020-08-31 19:31:12.0,"Meet Trump and his presidential negative for COVID19  ", "0"
"472","txcomptroller","#COVID19",2020-08-31 19:31:11.0,"RT TexasCounties The TAC 2020 Legislative Conference opened Wednesday afternoon with txcomptroller GlennHegar discussing the revenue a", "0"
"473","womeninGH","#COVID19",2020-08-31 19:31:10.0,"Check out DrSamiraAsma WHO ADG on the latest on DATA COVID19  and the SCORE packageData matters for health security learn how who is supporting countries with this new tool Operation5050 ", "0"
"474","andrea_manea","#COVID19",2020-08-31 19:31:10.0,"RT manalmehta The adverse consequences of rushing approval for COVID19 vaccine using EUA by SteveFDA are enormous Prescient commenta", "0"
"475","BrandAid_World","#COVID19",2020-08-31 19:31:10.0,"What a nice surprise after chatting with DaveCause to discover MahaRafiAtal and my CocoResearch COVID19 branding project featured in Forbes today CBScph nikolajmm CBDScbs cbssust ", "0"
"476","ladycaricatura","#COVID19",2020-08-31 19:31:10.0,"RT helenbevan Stories are the heartbeat of our organisations Theyre a channel for organisation personal and community values coming to", "0"
"477","blogdiva","#COVID19",2020-08-31 19:31:09.0,"RT WHO On the other hand countries or communities with sporadic cases or small COVID19 clusters can find creative ways to hold events", "0"
"478","Sportsnaut","#COVID19",2020-08-31 19:31:09.0,"A troubling development for the 49ers Star linebacker Fred Warner just landed on  COVID19Reserve list Bad news with just two weeks before NFL Week 1 49ers ", "0"
"479","neutralbrit","#COVID19",2020-08-31 19:31:08.0,"RT EUatUN Equitable access to affordable COVID19 vaccines everywhere for everyone who needs them Just one part of the EUs Coronaviru", "0"
"480","DCP_PCSO_30092","#COVID19",2020-08-31 19:31:07.0,"RT DCPPCSO30092 Last night had to give Covid19 advice to large group of youths gathered in Beacon Heath Their response to me  Well", "0"
"481","GreekAhmadis","#COVID19",2020-08-31 19:31:07.0,"RT HFI1995 Across Asia please support our local operations as they fight the impact of COVID19India HumanityFirstIN Indonesia Hu", "0"
"482","SolidaryW","#COVID19",2020-08-31 19:31:07.0,"August 24th after going through the oncall court the decree issued by the government of Melilla on the closure of the shelters and other anti Covid19 measures was overturned by a judge However the centres remained closed and confined in overcrowded conditions ", "0"
"483","PhilDeCarolis","#COVID19",2020-08-31 19:31:06.0,"RT PressTV EU offers 400mn euros to WHOled COVID19 vaccine initiative", "0"
"484","VaccineChoiceCA","#COVID19",2020-08-31 19:31:06.0,"Theres no real financial incentive theres no company behind it explained Dr Michael Farkouh Theres no huge government agency behind it So it becomes a labour of love for those of us that are into public health and into prevention covid19 ", "0"
"485","The_DannyG","#COVID19",2020-08-31 19:31:06.0,"Its pretty sad that my broke ass has more money than the USA COVID19", "0"
"486","SolidaryW","#COVID19",2020-08-31 19:31:05.0,"August 21st closure of the CETI A Covid19 case was diagnosed in the centre and 1350 people were locked up inside a space meant for under 800 We reiterate the complaints about overcrowded and unhealthy conditions and the lack of HealthGuarantees for the residents  ", "0"
"487","UManAlumni","#COVID19",2020-08-31 19:31:05.0,"RT umanitoba All University facilities remain closed for the summer to all but essential activities Heres a list of those essential ite", "0"
"488","MandaravaN","#COVID19",2020-08-31 19:31:05.0,"RT SenDuckworth School meal programs have been a lifeline for so many kids  their families Im urging USDA to immediately extend all s", "0"
"489","parthppandya","#COVID19",2020-08-31 19:31:05.0,"RT ArunodayM Indias growth story GDP was on the decline even pre Covid19 and as this graph illustrates the pandemic quite literally p", "0"
"490","CountFloyd2020","#COVID19",2020-08-31 19:31:05.0,"RT JeffreyLuscombe Poll finds a third of Americans think they handled COVID19 better than Canada and are also delusional cdnpoli COVI", "0"
"491","AlternativeHues","#COVID19",2020-08-31 19:31:05.0,"washingtonpost Hes a radiologist Oh lawd No offense to SOME any type of radiologist but wed rather you stay in the hospitals read an Xray 2 wks after it happened nap and go to lunch  COVID19  COVID Trump", "0"
"492","JacLouisiana","#COVID19",2020-08-31 19:31:03.0,"The Louisiana Furlough Review panel was created to slow the spread of COVID19 in prisons It barely released anyone and we have a public health crisis on our hands Concerned Share your voice at the lalege attendwatch online and submit testimony", "0"
"493","TeckieGirl","#COVID19",2020-08-31 19:31:03.0,"RT ProgressTX The Trump administration does not care if you live or die COVID19 ", "0"
"494","EricNlihnwe","#COVID19",2020-08-31 19:31:03.0,"RT BobRae48 Hunger crisis deepens in Yemen as it does in South Sudan Somalia and Ethiopia  Covid19 ClimateChange and Conflict creat", "0"
"495","blogdiva","#COVID19",2020-08-31 19:31:03.0,"RT WHO Countries or communities experiencing significant community transmission may need to postpone events for a short time to reduce t", "0"
"496","ayn_alef","#COVID19",2020-08-31 19:31:02.0,"RT GermanyinAFG Sadly major attacks against humanitarians were on a record high in 2019 Humanitarians  are going to extraordinary lengt", "0"
"497","RegenstriefNews","#COVID19",2020-08-31 19:31:02.0,"With schools back in session many families are evaluating the risk and exposure COVID19 Regenstrief VP aaronecarroll explains why so many people are looking at risks in the wrong way  ", "0"
"498","sukemomo","#COVID19",2020-08-31 19:31:02.0,"Last updated 20200831 1705010000GMT  Coronavirus COVID19    Cases 25493950    Deaths 852240corona coronavirus COVID19 ", "0"
"499","AmusedPatriot","#COVID19",2020-08-31 19:31:02.0,"HaMeturgeman Covid Rx outcome dramatically improved with steroids immune mods and blood thinners Death rates recently are FAR below early infections due to proper Rx Prior early Media politics added to misinformation and death Reminds me of Act UP and AIDS treatments in the 80s COVID19", "0"
"500","telanganaakash1","#COVID19",2020-08-31 19:31:02.0,"SPB Health Update By Sp Charan SPbalasubramanyam SPcharan Coronavirus COVID19 Indiacorona Singer  ", "0"
"501","Annleicester3","#COVID19",2020-08-31 19:31:01.0,"RT jimmy1975 UK plans to slash foreign aid   Good why should we be giving money to countries who dont need it  We give money to China", "0"
"502","MsReneeHopkins","#COVID19",2020-08-31 19:31:01.0,"RT StopTrump20 I have no choice but to ask for your help I have no one elseIf I made you laugh PLEASE consider buying me a KofiH", "0"
"503","OriginallyWilly","#COVID19",2020-08-31 19:31:01.0,"So 4 counties in PA make up half of all the cases in the state I thought it was VERY important to understand different areas have different needs and should have different approaches to handling COVID19 What happened TomWolfPA  Why are u locking down the entire state", "0"
"504","TheSushiQ","#COVID19",2020-08-31 19:31:00.0,"Why do people accept any doctor can provide guidance on covid19 You wouldnt want an OBGYN treating your CHF now would you Better yet you wouldnt want a podiatrist treating your ED right COVID19", "0"
"505","mijomojo1","#COVID19",2020-08-31 19:31:00.0,"RT Deb4CongressNM Donald Trump failed Americans with his handling of the COVID19 pandemic Even today he still doesnt have an adequate", "0"
"506","Mjudana","#COVID19",2020-08-31 19:31:00.0,"RT GHS Were finding out that our new normal includes physical distancing it includes making modifications to our daily life to keep ou", "0"
"507","TUGovtAffairs","#COVID19",2020-08-31 19:31:00.0,"Just a reminder that when someone at TempleUniv tests positive for COVID19 the Universitys newly created ContactTracing Unit works to identify where theyve been and with who theyve been in contact  ", "0"
"508","SweetKixx","#COVID19",2020-08-31 19:30:59.0,"RT WHOAFRO Today we celebrate African TraditionalMedicineDayRegulation  promotion of African traditional medicine have greatly", "0"
"509","OSIWA1","#COVID19",2020-08-31 19:30:58.0,"I pray that we get a vaccine soon this pandemic affected everyone the big small the rich the poor everyone Read more  COVID19 nigeria essentialstories Photos kcnwakalor ", "0"
"510","CoimbraGroup","#COVID19",2020-08-31 19:30:58.0,"Start the week with the CoimbraGroup newsletter In VirtualExchange among our members COVID19 at CG Univs 2020 RI Days RiDaysEU HorizonEU ErasmusPlus EuropeanUniversities MSCA conf MSCA2020DE swafs report ErasmusDays 2020 ESUtwt recommendations ", "0"
"511","NJMS_GTBI","#COVID19",2020-08-31 19:30:57.0,"The Union will be hosting the webinar Maintaining essential child and adolescent TB services during the COVID19 pandemic practical solutions and lessons learnt on September 3 at 700 AM EDT  Register here TheUnionTBLH ", "0"
"512","effucktivemunda","#COVID19",2020-08-31 19:30:57.0,"RT TheAsianBanker DeutscheBanks Kamran Khan Risk recalibration fundamental to growing ESG marketEsg SustainableInvestment Susta", "0"
"513","mismulaaaaa","#COVID19",2020-08-31 19:30:56.0,"Happy Tuesday Due to COVID19 aka Coronavirus Ill be sending the first 900 people to like  retweet this 300 1500 through CashApp Apple Pay  or Zelle  drop all tags in comments  CashAppWisdom DM ME  ", "0"
"514","JamesCa26142002","#COVID19",2020-08-31 19:30:56.0,"Trump is trying to promote violence nowHes allowed over 180K Americans to die from COVID19 now he wants blood in the street so he can lie about LawAndOrder TrumpTerrorism TrumpIsLosing TrumpDestroysAmerica DumpTrump ", "0"
"515","GreekAhmadis","#COVID19",2020-08-31 19:30:56.0,"RT HFI1995 Through the COVID19 lockdown in Malaysia our HfMalaysia team are also supporting those still on duty ", "0"
